original,gt_full,gt_seg,gt_punc,pred_full,pred_seg,pred_punc,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
秋樂大心從之大為宋患寵向魋故也,秋 ， 樂大心 從 之 ， 大 為 宋 患 ， 寵 向魋 故 也 。,秋  樂大心 從 之  大 為 宋 患  寵 向魋 故 也 ,秋，樂大心從之，大為宋患，寵向魋故也。,秋 ， 樂大心 從 之 ， 大 為 宋 患 ， 寵 向魋 故 也,秋  樂大心 從 之  大 為 宋 患  寵 向魋 故 也,秋，樂大心從之，大為宋患，寵向魋故也,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571
冬及鄭平始叛晉也,冬 ， 及 鄭 平 ， 始 叛 晉 也 。,冬  及 鄭 平  始 叛 晉 也 ,冬，及鄭平，始叛晉也。,冬 ， 及 鄭 平 ， 始 叛 晉 也,冬  及 鄭 平  始 叛 晉 也,冬，及鄭平，始叛晉也,1.0,0.8,1.0,1.0,0.8
十二年夏衛公孟彄伐曹克郊,十二年 ， 夏 ， 衛公孟彄 伐 曹 ， 克 郊 。,十二年  夏  衛公孟彄 伐 曹  克 郊 ,十二年，夏，衛公孟彄伐曹，克郊。,十二年 夏 ， 衛 公孟彄 伐 曹 ， 克 郊,十二年 夏  衛 公孟彄 伐 曹  克 郊,十二年夏，衛公孟彄伐曹，克郊,0.7999999999999999,0.6666666666666666,0.7999999999999999,1.0,0.5333333333333332
還滑羅殿,還 ， 滑羅 殿 。,還  滑羅 殿 ,還，滑羅殿。,還 滑 ， 羅殿,還 滑  羅殿,還滑，羅殿,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0
未出不退於列,未 出 ， 不 退 於 列 。,未 出  不 退 於 列 ,未出，不退於列。,未 出 ， 不 退 於 列,未 出  不 退 於 列,未出，不退於列,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
其御曰“殿而在列其為無勇乎”,其 御 曰 ： “ 殿 而 在 列 ， 其 為 無 勇 乎 ！ ”,其 御 曰  “ 殿 而 在 列  其 為 無 勇 乎  ”,其御曰：“殿而在列，其為無勇乎！”,其 御 曰 ： “ 殿 而 在 列 ， 其 為 無 勇 乎 ？ ”,其 御 曰  “ 殿 而 在 列  其 為 無 勇 乎  ”,其御曰：“殿而在列，其為無勇乎？”,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
羅曰“與其素厲寧為無勇”,羅 曰 ： “ 與其 素 厲 ， 寧 為 無 勇 。 ”,羅 曰  “ 與其 素 厲  寧 為 無 勇  ”,羅曰：“與其素厲，寧為無勇。”,羅 曰 ： “ 與 其 素 厲 ， 寧 為 無勇 。 ”,羅 曰  “ 與 其 素 厲  寧 為 無勇  ”,羅曰：“與其素厲，寧為無勇。”,0.7272727272727273,1.0,0.7272727272727273,1.0,0.7272727272727273
仲由為季氏宰將墮三都於是叔孫氏墮郈,仲由 為 季氏 宰 ， 將 墮 三都 ， 於是 叔孫氏 墮 郈 。,仲由 為 季氏 宰  將 墮 三都  於是 叔孫氏 墮 郈 ,仲由為季氏宰，將墮三都，於是叔孫氏墮郈。,仲由 為 季氏 宰 ， 將 墮 三 都 ， 於是 叔孫氏 墮 郈,仲由 為 季氏 宰  將 墮 三 都  於是 叔孫氏 墮 郈,仲由為季氏宰，將墮三都，於是叔孫氏墮郈,0.8695652173913043,0.8,0.8695652173913043,1.0,0.6956521739130435
季氏將墮費公山不狃叔孫輒帥費人以襲魯,季氏 將 墮 費 ， 公山不狃 、 叔孫輒 帥 費人 以 襲 魯 。,季氏 將 墮 費  公山不狃  叔孫輒 帥 費人 以 襲 魯 ,季氏將墮費，公山不狃、叔孫輒帥費人以襲魯。,季氏 將 墮 費 ， 公山不狃 、 叔孫輒 帥 費人 以 襲 魯,季氏 將 墮 費  公山不狃  叔孫輒 帥 費人 以 襲 魯,季氏將墮費，公山不狃、叔孫輒帥費人以襲魯,1.0,0.8,1.0,1.0,0.8
公與三子入于季氏之宮登武子之臺,公 與 三 子 入 于 季氏 之 宮 ， 登 武子 之 臺 。,公 與 三 子 入 于 季氏 之 宮  登 武子 之 臺 ,公與三子入于季氏之宮，登武子之臺。,公 與 三 子 入 于 季氏 之 宮 ， 登 武子 之 臺,公 與 三 子 入 于 季氏 之 宮  登 武子 之 臺,公與三子入于季氏之宮，登武子之臺,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
費人攻之弗克,費人 攻 之 ， 弗 克 。,費人 攻 之  弗 克 ,費人攻之，弗克。,費人 攻 之 ， 弗 克,費人 攻 之  弗 克,費人攻之，弗克,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
入及公側仲尼命申句須樂頎下伐之費人北,入 及 公 側 ， 仲尼 命 申句須 、 樂頎 下 ， 伐 之 ， 費人 北 。,入 及 公 側  仲尼 命 申句須  樂頎 下  伐 之  費人 北 ,入及公側，仲尼命申句須、樂頎下，伐之，費人北。,入 及 公側 ， 仲尼 命 申句須 、 樂頎 下 伐 之 ， 費人 北,入 及 公側  仲尼 命 申句須  樂頎 下 伐 之  費人 北,入及公側，仲尼命申句須、樂頎下伐之，費人北,0.8799999999999999,0.7499999999999999,0.8799999999999999,1.0,0.6599999999999998
國人追之敗諸姑蔑,國人 追 之 ， 敗 諸 姑蔑 。,國人 追 之  敗 諸 姑蔑 ,國人追之，敗諸姑蔑。,國人 追 之 ， 敗 諸 姑蔑,國人 追 之  敗 諸 姑蔑,國人追之，敗諸姑蔑,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
二子奔齊遂墮費,二 子 奔 齊 ， 遂 墮 費 。,二 子 奔 齊  遂 墮 費 ,二子奔齊，遂墮費。,二 子 奔 齊 ， 遂 墮 費,二 子 奔 齊  遂 墮 費,二子奔齊，遂墮費,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
將墮成公斂處父謂孟孫“墮成齊人必至于北門,將 墮 成 ， 公斂處父 謂 孟孫 ： “ 墮 成 ， 齊人 必 至 于 北門 。,將 墮 成  公斂處父 謂 孟孫  “ 墮 成  齊人 必 至 于 北門 ,將墮成，公斂處父謂孟孫：“墮成，齊人必至于北門。,將 墮 成公 ， 斂處父 謂 孟孫 ： “ 墮 成 ， 齊人 必 至于 北門 。,將 墮 成公  斂處父 謂 孟孫  “ 墮 成  齊人 必 至于 北門 ,將墮成公，斂處父謂孟孫：“墮成，齊人必至于北門。,0.7407407407407408,0.75,0.7407407407407408,1.0,0.5555555555555556
且成孟氏之保障也,且 成 ， 孟氏 之 保障 也 。,且 成  孟氏 之 保障 也 ,且成，孟氏之保障也。,且 成 孟氏 之 保障 也,且 成 孟氏 之 保障 也,且成孟氏之保障也,1.0,0.0,1.0,1.0,0.0
無成是無孟氏也,無 成 ， 是 無 孟氏 也 。,無 成  是 無 孟氏 也 ,無成，是無孟氏也。,無 成 是 無 孟氏 也,無 成 是 無 孟氏 也,無成是無孟氏也,1.0,0.0,1.0,1.0,0.0
子偽不知我將不墮”,子 偽 不 知 ， 我 將 不 墮 。 ”,子 偽 不 知  我 將 不 墮  ”,子偽不知，我將不墮。”,子 偽 不知 ， 我 將 不 墮 ”,子 偽 不知  我 將 不 墮 ”,子偽不知，我將不墮”,0.823529411764706,0.6666666666666666,0.823529411764706,1.0,0.5490196078431373
冬十二月公圍成弗克,冬 ， 十二月 ， 公 圍 成 ， 弗 克 。,冬  十二月  公 圍 成  弗 克 ,冬，十二月，公圍成，弗克。,冬 十二月 ， 公 圍 成 ， 弗 克,冬 十二月  公 圍 成  弗 克,冬十二月，公圍成，弗克,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
十三年春齊侯衛侯次于垂葭實郥氏,十三年 ， 春 ， 齊侯 、 衛侯 次 于 垂葭 ， 實 郥氏 。,十三年  春  齊侯  衛侯 次 于 垂葭  實 郥氏 ,十三年，春，齊侯、衛侯次于垂葭，實郥氏。,十三年 春 ， 齊侯 、 衛侯 次 于 垂葭 ， 實 郥氏,十三年 春  齊侯  衛侯 次 于 垂葭  實 郥氏,十三年春，齊侯、衛侯次于垂葭，實郥氏,1.0,0.7499999999999999,1.0,1.0,0.7499999999999999
使師伐晉,使 師 伐 晉 。,使 師 伐 晉 ,使師伐晉。,使 師 伐 晉,使 師 伐 晉,使師伐晉,1.0,0.0,1.0,1.0,0.0
將濟河諸大夫皆曰不可邴意茲曰“可銳師伐河內傳必數日而後及絳絳不三月不能出河則我既濟水矣”,將 濟 河 ， 諸 大夫 皆 曰 不 可 ， 邴意茲 曰 ： “ 可 。 銳師 伐 河內 ， 傳 必 數 日 而後 及 絳 。 絳 不 三 月 不 能 出 河 ， 則 我 既 濟 水 矣 。 ”,將 濟 河  諸 大夫 皆 曰 不 可  邴意茲 曰  “ 可  銳師 伐 河內  傳 必 數 日 而後 及 絳  絳 不 三 月 不 能 出 河  則 我 既 濟 水 矣  ”,將濟河，諸大夫皆曰不可，邴意茲曰：“可。銳師伐河內，傳必數日而後及絳。絳不三月不能出河，則我既濟水矣。”,將 濟 河 ， 諸 大夫 皆 曰 不 可 。 邴意茲 曰 ： “ 可 。 銳 師 伐 河內 ， 傳 必 數 日 而後 及 絳 。 絳 不 三月 ， 不 能 出 河 ， 則 我 既 濟 水 矣 。 ”,將 濟 河  諸 大夫 皆 曰 不 可  邴意茲 曰  “ 可  銳 師 伐 河內  傳 必 數 日 而後 及 絳  絳 不 三月  不 能 出 河  則 我 既 濟 水 矣  ”,將濟河，諸大夫皆曰不可。邴意茲曰：“可。銳師伐河內，傳必數日而後及絳。絳不三月，不能出河，則我既濟水矣。”,0.9210526315789473,0.823529411764706,0.9210526315789473,1.0,0.758513931888545
乃伐河內,乃 伐 河內 。,乃 伐 河內 ,乃伐河內。,乃 伐 河內,乃 伐 河內,乃伐河內,1.0,0.0,1.0,1.0,0.0
齊侯皆斂諸大夫之軒唯邴意茲乘軒,齊侯 皆 斂 諸 大夫 之 軒 ， 唯 邴意茲 乘 軒 。,齊侯 皆 斂 諸 大夫 之 軒  唯 邴意茲 乘 軒 ,齊侯皆斂諸大夫之軒，唯邴意茲乘軒。,齊侯 皆 斂 諸 大夫 之 軒 ， 唯邴 意茲 乘 軒,齊侯 皆 斂 諸 大夫 之 軒  唯邴 意茲 乘 軒,齊侯皆斂諸大夫之軒，唯邴意茲乘軒,0.8181818181818182,0.6666666666666666,0.8181818181818182,1.0,0.5454545454545454
齊侯欲與衛侯乘與之宴而駕乘廣載甲焉,齊侯 欲 與 衛侯 乘 ， 與 之 宴 而 駕 乘廣 ， 載 甲 焉 。,齊侯 欲 與 衛侯 乘  與 之 宴 而 駕 乘廣  載 甲 焉 ,齊侯欲與衛侯乘，與之宴而駕乘廣，載甲焉。,齊侯 欲 與 衛侯 乘與之宴 ， 而 駕 乘 ， 廣 載 甲 焉,齊侯 欲 與 衛侯 乘與之宴  而 駕 乘  廣 載 甲 焉,齊侯欲與衛侯乘與之宴，而駕乘，廣載甲焉,0.6923076923076924,0.0,0.6923076923076924,1.0,0.0
使告曰“晉師至矣”,使 告 曰 ： “ 晉師 至 矣 ！ ”,使 告 曰  “ 晉師 至 矣  ”,使告曰：“晉師至矣！”,使 告 曰 ： “ 晉師 至 矣 。 ”,使 告 曰  “ 晉師 至 矣  ”,使告曰：“晉師至矣。”,1.0,0.5,1.0,1.0,0.5
齊侯曰“比君之駕也寡人請攝”,齊侯 曰 ： “ 比 君 之 駕 也 ， 寡人 請 攝 。 ”,齊侯 曰  “ 比 君 之 駕 也  寡人 請 攝  ”,齊侯曰：“比君之駕也，寡人請攝。”,齊侯 曰 ： “ 比 君 之 駕 也 ， 寡人 請 攝 。 ”,齊侯 曰  “ 比 君 之 駕 也  寡人 請 攝  ”,齊侯曰：“比君之駕也，寡人請攝。”,1.0,1.0,1.0,1.0,1.0
乃介而與之乘驅之,乃 介 而 與 之 乘 ， 驅 之 。,乃 介 而 與 之 乘  驅 之 ,乃介而與之乘，驅之。,乃 介 而 與 之 乘 ， 驅 之,乃 介 而 與 之 乘  驅 之,乃介而與之乘，驅之,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
或告曰“無晉師”,或 告 曰 ： “ 無 晉師 。 ”,或 告 曰  “ 無 晉師  ”,或告曰：“無晉師。”,或 告 曰 ： “ 無 晉師 。 ”,或 告 曰  “ 無 晉師  ”,或告曰：“無晉師。”,1.0,1.0,1.0,1.0,1.0
乃止,乃 止 。,乃 止 ,乃止。,乃 止,乃 止,乃止,1.0,0.0,1.0,1.0,0.0
晉趙鞅謂邯鄲午曰“歸我衛貢五百家吾舍諸晉陽”,晉趙鞅 謂 邯鄲午 曰 ： “ 歸 我 衛 貢 五百 家 ， 吾 舍 諸 晉陽 。 ”,晉趙鞅 謂 邯鄲午 曰  “ 歸 我 衛 貢 五百 家  吾 舍 諸 晉陽  ”,晉趙鞅謂邯鄲午曰：“歸我衛貢五百家，吾舍諸晉陽。”,晉 趙鞅 謂 邯鄲午 曰 ： “ 歸 我 衛貢 五 百家 ， 吾 舍 諸 晉陽 。 ”,晉 趙鞅 謂 邯鄲午 曰  “ 歸 我 衛貢 五 百家  吾 舍 諸 晉陽  ”,晉趙鞅謂邯鄲午曰：“歸我衛貢五百家，吾舍諸晉陽。”,0.6875,1.0,0.6875,1.0,0.6875
午許諾,午 許諾 。,午 許諾 ,午許諾。,午 許諾,午 許諾,午許諾,1.0,0.0,1.0,1.0,0.0
歸告其父兄,歸 告 其 父兄 。,歸 告 其 父兄 ,歸告其父兄。,歸 告 其 父兄,歸 告 其 父兄,歸告其父兄,1.0,0.0,1.0,1.0,0.0
父兄皆曰“不可衛是以為邯鄲而寘諸晉陽絕衛之道也不如侵齊而謀之”,父兄 皆 曰 ： “ 不可 。 衛 是 以 為 邯鄲 ， 而 寘 諸 晉陽 ， 絕 衛 之 道 也 。 不如 侵 齊 而 謀 之 。 ”,父兄 皆 曰  “ 不可  衛 是 以 為 邯鄲  而 寘 諸 晉陽  絕 衛 之 道 也  不如 侵 齊 而 謀 之  ”,父兄皆曰：“不可。衛是以為邯鄲，而寘諸晉陽，絕衛之道也。不如侵齊而謀之。”,父兄 皆 曰 ： “ 不可 。 衛 是以 為 邯鄲 而 寘 諸 晉陽絕衛 ，   之 道 也 。 不如 侵 齊 而 謀 之 。 ”,父兄 皆 曰  “ 不可  衛 是以 為 邯鄲 而 寘 諸 晉陽絕衛    之 道 也  不如 侵 齊 而 謀 之  ”,父兄皆曰：“不可。衛是以為邯鄲而寘諸晉陽絕衛，之道也。不如侵齊而謀之。”,0.8571428571428572,0.7272727272727272,0.8571428571428572,1.0,0.6233766233766234
乃如之而歸之于晉陽,乃 如 之 ， 而 歸 之 于 晉陽 。,乃 如 之  而 歸 之 于 晉陽 ,乃如之，而歸之于晉陽。,乃 如 之 而 歸 之 于 晉陽,乃 如 之 而 歸 之 于 晉陽,乃如之而歸之于晉陽,1.0,0.0,1.0,1.0,0.0
趙孟怒召午而囚諸晉陽使其從者說劍而入涉賓不可,趙孟 怒 ， 召 午 ， 而 囚 諸 晉陽 ， 使 其 從者 說 劍 而 入 ， 涉賓 不 可 。,趙孟 怒  召 午  而 囚 諸 晉陽  使 其 從者 說 劍 而 入  涉賓 不 可 ,趙孟怒，召午，而囚諸晉陽，使其從者說劍而入，涉賓不可。,趙孟 怒 ， 召 午 而 囚 諸 晉陽 ， 使 其 從者 說劍  而 入 ， 涉賓 不可,趙孟 怒  召 午 而 囚 諸 晉陽  使 其 從者 說劍  而 入  涉賓 不可,趙孟怒，召午而囚諸晉陽，使其從者說劍而入，涉賓不可,0.823529411764706,0.7499999999999999,0.823529411764706,1.0,0.6176470588235293
乃使告邯鄲人曰“吾私有討於午也二三子唯所欲立”,乃 使 告 邯鄲人 曰 ： “ 吾 私 有 討 於 午 也 ， 二三 子 唯 所 欲 立 。 ”,乃 使 告 邯鄲人 曰  “ 吾 私 有 討 於 午 也  二三 子 唯 所 欲 立  ”,乃使告邯鄲人曰：“吾私有討於午也，二三子唯所欲立。”,乃 使 告 邯鄲人 曰 ： “ 吾 私 有 討 於 午 也 ， 二三子 唯 所 欲 立 。 ”,乃 使 告 邯鄲人 曰  “ 吾 私 有 討 於 午 也  二三子 唯 所 欲 立  ”,乃使告邯鄲人曰：“吾私有討於午也，二三子唯所欲立。”,0.9230769230769231,1.0,0.9230769230769231,1.0,0.9230769230769231
遂殺午,遂 殺 午 。,遂 殺 午 ,遂殺午。,遂 殺 午,遂 殺 午,遂殺午,1.0,0.0,1.0,1.0,0.0
趙稷涉賓以邯鄲叛,趙稷 、 涉賓 以 邯鄲 叛 。,趙稷  涉賓 以 邯鄲 叛 ,趙稷、涉賓以邯鄲叛。,趙稷 涉賓 以 邯鄲 叛,趙稷 涉賓 以 邯鄲 叛,趙稷涉賓以邯鄲叛,1.0,0.0,1.0,1.0,0.0
夏六月上軍司馬籍秦圍邯鄲,夏 ， 六月 ， 上軍司馬 籍秦 圍 邯鄲 。,夏  六月  上軍司馬 籍秦 圍 邯鄲 ,夏，六月，上軍司馬籍秦圍邯鄲。,夏 六月 ， 上 軍 司馬籍 秦 圍 邯鄲,夏 六月  上 軍 司馬籍 秦 圍 邯鄲,夏六月，上軍司馬籍秦圍邯鄲,0.5714285714285715,0.5,0.5714285714285715,1.0,0.28571428571428575
邯鄲午荀寅之甥也荀寅范吉射之姻也而相與睦故不與圍邯鄲將作亂,邯鄲午 ， 荀寅 之 甥 也 ； 荀寅 ， 范吉射 之 姻 也 ， 而 相與 睦 ， 故 不 與 圍 邯鄲 ， 將 作亂 。,邯鄲午  荀寅 之 甥 也  荀寅  范吉射 之 姻 也  而 相與 睦  故 不 與 圍 邯鄲  將 作亂 ,邯鄲午，荀寅之甥也；荀寅，范吉射之姻也，而相與睦，故不與圍邯鄲，將作亂。,邯鄲午 ， 荀寅 之 甥 也 ， 荀寅 、 范吉射 之 姻 也 ， 而 相 與 睦 ， 故 不 與 圍 邯鄲 ， 將 作 亂,邯鄲午  荀寅 之 甥 也  荀寅  范吉射 之 姻 也  而 相 與 睦  故 不 與 圍 邯鄲  將 作 亂,邯鄲午，荀寅之甥也，荀寅、范吉射之姻也，而相與睦，故不與圍邯鄲，將作亂,0.8571428571428572,0.6153846153846153,0.8571428571428572,1.0,0.5274725274725275
董安于聞之告趙孟曰“先備諸”,董安于 聞 之 ， 告 趙孟 ， 曰 ： “ 先 備 諸 ？ ”,董安于 聞 之  告 趙孟  曰  “ 先 備 諸  ”,董安于聞之，告趙孟，曰：“先備諸？”,董安于 聞 之 ， 告 趙孟 曰 ： “ 先 備 諸 。 ”,董安于 聞 之  告 趙孟 曰  “ 先 備 諸  ”,董安于聞之，告趙孟曰：“先備諸。”,1.0,0.5714285714285715,1.0,1.0,0.5714285714285715
趙孟曰“晉國有命始禍者死為後可也”,趙孟 曰 ： “ 晉國 有 命 ， 始 禍 者 死 ， 為 後 可 也 。 ”,趙孟 曰  “ 晉國 有 命  始 禍 者 死  為 後 可 也  ”,趙孟曰：“晉國有命，始禍者死，為後可也。”,趙孟 曰 ： “ 晉國 有 命 ， 始 禍 者 死 ， 為 後 可 也 。 ”,趙孟 曰  “ 晉國 有 命  始 禍 者 死  為 後 可 也  ”,趙孟曰：“晉國有命，始禍者死，為後可也。”,1.0,1.0,1.0,1.0,1.0
安于曰“與其害於民寧我獨死請以我說”,安于 曰 ： “ 與其 害 於 民 ， 寧 我 獨 死 。 請 以 我 說 。 ”,安于 曰  “ 與其 害 於 民  寧 我 獨 死  請 以 我 說  ”,安于曰：“與其害於民，寧我獨死。請以我說。”,安于 曰 ： “ 與 其 害 於 民 ， 寧 我 獨 死 ， 請 以 我 說 。 ”,安于 曰  “ 與 其 害 於 民  寧 我 獨 死  請 以 我 說  ”,安于曰：“與其害於民，寧我獨死，請以我說。”,0.9090909090909091,0.75,0.9090909090909091,1.0,0.6818181818181818
趙孟不可,趙孟 不 可 。,趙孟 不 可 ,趙孟不可。,趙孟 不可,趙孟 不可,趙孟不可,0.4,0.0,0.4,1.0,0.0
秋七月范氏中行氏伐趙氏之宮趙鞅奔晉陽晉人圍之,秋 七月 ， 范氏 、 中行氏 伐 趙氏 之 宮 ， 趙鞅 奔 晉陽 ， 晉人 圍 之 。,秋 七月  范氏  中行氏 伐 趙氏 之 宮  趙鞅 奔 晉陽  晉人 圍 之 ,秋七月，范氏、中行氏伐趙氏之宮，趙鞅奔晉陽，晉人圍之。,秋 七 月 ， 范氏 中行氏 伐 趙氏 之 宮 ， 趙鞅 奔 晉陽 ， 晉人 圍 之,秋 七 月  范氏 中行氏 伐 趙氏 之 宮  趙鞅 奔 晉陽  晉人 圍 之,秋七月，范氏中行氏伐趙氏之宮，趙鞅奔晉陽，晉人圍之,0.896551724137931,0.7499999999999999,0.896551724137931,1.0,0.6724137931034482
范皋夷無寵於范吉射而欲為亂於范氏,范皋夷 無 寵 於 范吉射 ， 而 欲 為 亂 於 范氏 。,范皋夷 無 寵 於 范吉射  而 欲 為 亂 於 范氏 ,范皋夷無寵於范吉射，而欲為亂於范氏。,范皋夷 無 寵 於 范吉射 ， 而 欲 為 亂 於 范氏,范皋夷 無 寵 於 范吉射  而 欲 為 亂 於 范氏,范皋夷無寵於范吉射，而欲為亂於范氏,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
梁嬰父嬖於知文子文子欲以為卿,梁嬰父 嬖 於 知文子 ， 文子 欲 以 為 卿 。,梁嬰父 嬖 於 知文子  文子 欲 以 為 卿 ,梁嬰父嬖於知文子，文子欲以為卿。,梁嬰父 嬖 於 知文子 ， 文子 欲 以 為 卿,梁嬰父 嬖 於 知文子  文子 欲 以 為 卿,梁嬰父嬖於知文子，文子欲以為卿,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
韓簡子與中行文子相惡魏襄子亦與范昭子相惡,韓簡子 與 中行文子 相 惡 ， 魏襄子 亦 與 范昭子 相 惡 。,韓簡子 與 中行文子 相 惡  魏襄子 亦 與 范昭子 相 惡 ,韓簡子與中行文子相惡，魏襄子亦與范昭子相惡。,韓簡子 與 中行文子 相 惡 ， 魏襄子 亦 與 范昭子 相 惡,韓簡子 與 中行文子 相 惡  魏襄子 亦 與 范昭子 相 惡,韓簡子與中行文子相惡，魏襄子亦與范昭子相惡,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
故五子謀將逐荀寅而以梁嬰父代之逐范吉射而以范皋夷代之,故 五 子 謀 ， 將 逐 荀寅 ， 而 以 梁嬰父 代 之 ； 逐 范吉射 ， 而 以 范皋夷 代 之 。,故 五 子 謀  將 逐 荀寅  而 以 梁嬰父 代 之  逐 范吉射  而 以 范皋夷 代 之 ,故五子謀，將逐荀寅，而以梁嬰父代之；逐范吉射，而以范皋夷代之。,故 五 子 謀 將 逐 荀寅 ， 而 以 梁嬰父 代 之 ； 逐 范吉射 ， 而 以 范皋夷 代 之,故 五 子 謀 將 逐 荀寅  而 以 梁嬰父 代 之  逐 范吉射  而 以 范皋夷 代 之,故五子謀將逐荀寅，而以梁嬰父代之；逐范吉射，而以范皋夷代之,1.0,0.7499999999999999,1.0,1.0,0.7499999999999999
荀躒言於晉侯曰“君命大臣始禍者死載書在河今三臣始禍而獨逐鞅刑已不鈞矣請皆逐之”,荀躒 言 於 晉侯 曰 ： “ 君 命 大臣 ， 始 禍 者 死 ， 載書 在 河 。 今 三 臣 始 禍 ， 而 獨 逐 鞅 ， 刑 已 不 鈞 矣 。 請 皆 逐 之 。 ”,荀躒 言 於 晉侯 曰  “ 君 命 大臣  始 禍 者 死  載書 在 河  今 三 臣 始 禍  而 獨 逐 鞅  刑 已 不 鈞 矣  請 皆 逐 之  ”,荀躒言於晉侯曰：“君命大臣，始禍者死，載書在河。今三臣始禍，而獨逐鞅，刑已不鈞矣。請皆逐之。”,荀躒 言 於 晉侯 曰 ： “ 君 命 大臣 ， 始 禍 者 死 ， 載書 在 河 。 今 三 臣 始 禍 ， 而 獨 逐 鞅 ， 刑 已 不 鈞 矣 ， 請 皆 逐 之 。 ”,荀躒 言 於 晉侯 曰  “ 君 命 大臣  始 禍 者 死  載書 在 河  今 三 臣 始 禍  而 獨 逐 鞅  刑 已 不 鈞 矣  請 皆 逐 之  ”,荀躒言於晉侯曰：“君命大臣，始禍者死，載書在河。今三臣始禍，而獨逐鞅，刑已不鈞矣，請皆逐之。”,1.0,0.875,1.0,1.0,0.875
冬十一月荀躒韓不信魏曼多奉公以伐范氏中行氏弗克,冬 十一月 ， 荀躒 、 韓不信 、 魏曼多 奉 公 以 伐 范氏 、 中行氏 ， 弗 克 。,冬 十一月  荀躒  韓不信  魏曼多 奉 公 以 伐 范氏  中行氏  弗 克 ,冬十一月，荀躒、韓不信、魏曼多奉公以伐范氏、中行氏，弗克。,冬 十一月 ， 荀躒 、 韓不信 、 魏曼多 奉 公 以 伐 范氏 、 中行氏 ， 弗 克,冬 十一月  荀躒  韓不信  魏曼多 奉 公 以 伐 范氏  中行氏  弗 克,冬十一月，荀躒、韓不信、魏曼多奉公以伐范氏、中行氏，弗克,1.0,0.9090909090909091,1.0,1.0,0.9090909090909091
二子將伐公,二 子 將 伐 公 。,二 子 將 伐 公 ,二子將伐公。,二 子 將 伐 公,二 子 將 伐 公,二子將伐公,1.0,0.0,1.0,1.0,0.0
齊高強曰“三折肱知為良醫唯伐君為不可民弗與也我以伐君在此矣三家未睦可盡克也克之君將誰與若先伐君是使睦也”,齊高強 曰 ： “ 三 折肱 知 為 良醫 。 唯 伐 君 為 不 可 ， 民 弗 與 也 。 我 以 伐 君 在 此 矣 。 三 家 未 睦 ， 可 盡 克 也 。 克 之 ， 君 將 誰 與 ？ 若 先 伐 君 ， 是 使 睦 也 。 ”,齊高強 曰  “ 三 折肱 知 為 良醫  唯 伐 君 為 不 可  民 弗 與 也  我 以 伐 君 在 此 矣  三 家 未 睦  可 盡 克 也  克 之  君 將 誰 與  若 先 伐 君  是 使 睦 也  ”,齊高強曰：“三折肱知為良醫。唯伐君為不可，民弗與也。我以伐君在此矣。三家未睦，可盡克也。克之，君將誰與？若先伐君，是使睦也。”,齊 高強 曰 ： “ 三 折肱 知 為 良醫  ， 唯 伐 君 為 不 可 ， 民 弗 與 也 。 我 以 伐 君 在 此 矣 。 三 家 未 睦 ， 可 盡 克 也 。 克 之 ， 君 將 誰 與 ？ 若 先 伐 君 ， 是 使 睦 也 。 ”,齊 高強 曰  “ 三 折肱 知 為 良醫   唯 伐 君 為 不 可  民 弗 與 也  我 以 伐 君 在 此 矣  三 家 未 睦  可 盡 克 也  克 之  君 將 誰 與  若 先 伐 君  是 使 睦 也  ”,齊高強曰：“三折肱知為良醫，唯伐君為不可，民弗與也。我以伐君在此矣。三家未睦，可盡克也。克之，君將誰與？若先伐君，是使睦也。”,0.9690721649484536,0.9090909090909091,0.9690721649484536,1.0,0.880974695407685
弗聽遂伐公,弗 聽 ， 遂 伐 公 。,弗 聽  遂 伐 公 ,弗聽，遂伐公。,弗 聽 ， 遂 伐 公,弗 聽  遂 伐 公,弗聽，遂伐公,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
國人助公二子敗從而伐之,國人 助 公 ， 二 子 敗 ， 從 而 伐 之 。,國人 助 公  二 子 敗  從 而 伐 之 ,國人助公，二子敗，從而伐之。,國人 助 公 ， 二 子 敗 ， 從 而 伐 之,國人 助 公  二 子 敗  從 而 伐 之,國人助公，二子敗，從而伐之,1.0,0.8,1.0,1.0,0.8
丁未荀寅士吉射奔朝歌,丁未 ， 荀寅 、 士吉射 奔 朝歌 。,丁未  荀寅  士吉射 奔 朝歌 ,丁未，荀寅、士吉射奔朝歌。,丁未 ， 荀寅 士吉射 奔 朝歌,丁未  荀寅 士吉射 奔 朝歌,丁未，荀寅士吉射奔朝歌,1.0,0.5,1.0,1.0,0.5
