original,gt_full,pred_full,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
石乞尹門,石乞 尹 門 。,，。石乞尹門，。，，，。。,0.0,1.0,0.0,1.0,0.0
圉公陽穴宮負王以如昭夫人之宮,圉公陽 穴 宮 ， 負 王 以 如 昭夫人 之 宮 。,，：圉公陽穴宮負王以如昭夫人之宮。，。。，，，。,0.0,0.6666666666666666,0.0,1.0,0.0
葉公亦至及北門或遇之曰“君胡不胄國人望君如望慈父母焉盜賊之矢若傷君是絕民望也若之何不胄”,葉公 亦 至 ， 及 北門 ， 或 遇 之 ， 曰 ： “ 君 胡 不 胄 ？ 國人 望 君 如 望 慈父母 焉 ， 盜賊 之 矢 若 傷 君 ， 是 絕 民望 也 ， 若之何 不 胄 ？ ”,葉公  亦  至  及  北門  或  遇  之  曰  “  君  胡  不  胄  國人  望  君  如  望  慈  父母  焉  盜賊  之  矢  若  傷  君  是  絕  民  望  也  若  之何    不胄    ”  ？ ,0.8333333333333334,0.0,0.8333333333333334,1.0,0.0
乃胄而進,乃 胄 而 進 。,乃胄  而 進,0.5714285714285715,0.0,0.5714285714285715,1.0,0.0
又遇一人曰“君胡胄國人望君如望歲焉日日以幾若見君面是得艾也民知不死其亦夫有奮心猶將旌君以徇於國而又掩面以絕民望不亦甚乎”,又 遇 一 人 曰 ： “ 君 胡 胄 ？ 國人 望 君 如 望歲 焉 ， 日日 以 幾 ， 若 見 君 面 ， 是 得 艾 也 。 民 知 不 死 ， 其 亦 夫 有 奮心 ， 猶 將 旌 君 以 徇 於 國 ； 而 又 掩面 以 絕 民望 ， 不亦 甚 乎 ！ ”,又 遇 一 人 曰 “ 君 胡胄  國 人 望 君 如 望 歲 焉 日 日 以 幾 若 見 君 面 是 得 艾 也 民 知 不 死 其 亦 夫 有 奮 心 猶 將 旌 君 以徇  於 國 而 又 掩 面 以 絕 民 望 不 亦甚  乎 ”,0.7454545454545455,0.0,0.7454545454545455,1.0,0.0
乃免胄而進,乃 免胄 而 進 。,乃 免 胄 而 進,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
遇箴尹固帥其屬將與白公,遇 箴尹固 帥 其 屬 ， 將 與 白公 。,，：遇箴尹固帥其屬將與白公。，。，，，（）。,0.0,0.6666666666666666,0.0,1.0,0.0
子高曰“微二子者楚不國矣棄德從賊其可保乎”,子高 曰 ： “ 微 二 子 者 ， 楚 不 國 矣 。 棄 德 從 賊 ， 其 可 保 乎 ？ ”,子高曰“微二子者楚，。，。，，。，、，。不國矣棄德從賊其可保乎”，。,0.0,0.0,0.0,1.0,0.0
乃從葉公,乃 從 葉公 。,乃 從 葉公 。,1.0,1.0,1.0,1.0,1.0
使與國人以攻白公白公奔山而縊,使 與 國人 以 攻 白公 ， 白公 奔 山 而 縊 。,使 與 國人  以 攻 白公  白公 奔 山 而 縊 ,1.0,0.0,1.0,1.0,0.0
其徒微之,其 徒 微 之 。,其徒  微 之,0.5714285714285715,0.0,0.5714285714285715,1.0,0.0
生拘石乞而問白公之死焉,生拘 石乞 而 問 白公 之 死 焉 。,"：，""生拘石乞而問白公之死焉""。，。。""""（""""），。""",0.0,1.0,0.0,1.0,0.0
對曰“餘知其死所而長者使餘勿言”,對 曰 ： “ 餘 知 其 死 所 ， 而 長者 使 餘 勿 言 。 ”,對 曰 “ 餘 知 其 死 所 而 長 者  使 餘 勿 言 ”,0.9032258064516129,0.0,0.9032258064516129,1.0,0.0
曰“不言將烹”,曰 ： “ 不 言 將 烹 。 ”,曰 “ 不言 將 烹 ”,0.7692307692307692,0.0,0.7692307692307692,1.0,0.0
乞曰“此事克則為卿不克則烹固其所也何害”,乞 曰 ： “ 此 事 克 則 為 卿 ， 不 克 則 烹 ， 固 其 所 也 ， 何 害 ？ ”,乞 曰 “ 此事  克 則 為 卿 不 克 則烹  固 其 所 也 何 害 ”,0.8421052631578948,0.0,0.8421052631578948,1.0,0.0
乃烹石乞,乃 烹 石乞 。,乃 烹 石  乞,0.5714285714285715,0.0,0.5714285714285715,1.0,0.0
王孫燕奔頯黃氏,王孫燕 奔 頯黃氏 。,王孫燕奔頯黃氏，。，。，，。，、，,0.0,1.0,0.0,1.0,0.0
沈諸梁兼二事國寧乃使寧為令尹使寬為司馬而老於葉,沈諸梁 兼 二 事 ， 國 寧 ， 乃 使 寧 為 令尹 ， 使 寬 為 司馬 ， 而 老 於 葉 。,沈諸梁 兼  二事 國        寧乃使寧  為  令尹  ，  使  寬  為  司馬  而  老  於葉    。,0.6666666666666667,0.5714285714285715,0.6666666666666667,1.0,0.38095238095238104
衛侯占夢嬖人求酒於大叔僖子不得與卜人比而告公曰“君有大臣在西南隅弗去懼害”,衛侯 占夢 ， 嬖人 求 酒 於 大叔僖子 ， 不 得 ， 與 卜人 比 ， 而 告 公 曰 ： “ 君 有 大臣 在 西南隅 ， 弗 去 ， 懼 害 。 ”,衛侯  占  夢嬖    人  求  酒  於  大叔  僖  子  不  得  與  卜  人  比  而  告  公  曰  “  君  有  大臣  在  西南隅    弗  去  懼  害  ”  ？,0.7931034482758621,0.0,0.7931034482758621,1.0,0.0
乃逐大叔遺,乃 逐 大叔遺 。,乃  逐  大叔遺   ,1.0,0.0,1.0,1.0,0.0
遺奔晉,遺 奔 晉 。,遺 奔 晉,1.0,0.0,1.0,1.0,0.0
衛侯謂渾良夫曰“吾繼先君而不得其器若之何”,衛侯 謂 渾良夫 曰 ： “ 吾 繼 先君 而 不 得 其 器 ， 若之何 ？ ”,衛侯 謂 渾良夫 曰 “ 吾 繼 先君 而 不得 其 器 若 之  何 ”,0.7741935483870969,0.0,0.7741935483870969,1.0,0.0
良夫代執火者而言曰“疾與亡君皆君之子也召之而擇材焉可也若不材器可得也”,良夫 代 執 火 者 而 言 ， 曰 ： “ 疾 與 亡君 ， 皆 君 之 子 也 ， 召 之 而 擇 材 焉 可 也 。 若 不材 ， 器 可 得 也 。 ”,良夫 代執  火 者 而 言 曰 “ 疾 與 亡 君 皆 君 之 子 也 召 之 而 擇 材 焉 可 也 若 不 材 器 可 得 也 ”,0.8615384615384615,0.0,0.8615384615384615,1.0,0.0
豎告太子,豎 告 太子 。,豎 告 太子,1.0,0.0,1.0,1.0,0.0
太子使五人輿豭從己劫公而強盟之且請殺良夫,太子 使 五 人 輿 豭 從 己 ， 劫 公 而 強 盟 之 ， 且 請 殺 良夫 。,，。：太子使五人輿豭從己劫公而強盟之且請殺良夫。，。：，，，。，，，,0.0,0.5,0.0,1.0,0.0
公曰“其盟免三死”,公 曰 ： “ 其 盟 免 三 死 。 ”,公曰“其盟免三死”，。，。，，。，、，,0.0,0.0,0.0,1.0,0.0
曰“請三之後有罪殺之”,曰 ： “ 請 三 之後 有罪 殺 之 。 ”,曰 “ 請  三  之  後  有  罪  殺  之 ”  。,0.7000000000000001,0.0,0.7000000000000001,1.0,0.0
公曰“諾哉”,公 曰 ： “ 諾 哉 ！ ”,公 曰 “諾  哉 ”,0.7272727272727272,0.0,0.7272727272727272,1.0,0.0
哀公十七年春衛侯為虎幄於藉圃成求令名者而與之始食焉,哀公 十七年 春 ， 衛侯 為 虎幄 於 藉圃 ， 成 ， 求 令名 者 而 與 之 始 食 焉 。,，。，。：哀公十七年春衛侯為虎幄於藉圃成求令名者而與之始食焉。（），，。,0.0,0.4,0.0,1.0,0.0
太子請使良夫,太子 請 使 良夫 。,太子請使良夫，，。。，。，，，（）、，-:、。，,0.0,1.0,0.0,1.0,0.0
良夫乘衷甸兩牡紫衣狐裘,良夫 乘 衷甸 兩 牡 ， 紫衣 狐裘 。,"，。，。：""良夫""，，（）。""乘""，，。""衷甸兩牡紫衣狐裘""",0.0,0.0,0.0,1.0,0.0
至袒裘不釋劍而食,至 ， 袒裘 ， 不 釋 劍 而 食 。,至袒裘   不釋劍      而  食  。,0.36363636363636365,0.5,0.36363636363636365,1.0,0.18181818181818182
太子使牽以退數之以三罪而殺之,太子 使 牽 以 退 ， 數 之 以 三 罪 而 殺 之 。,太子 使 牽  以 退  數  之  以  三 罪  而 殺  之 ,1.0,0.0,1.0,1.0,0.0
三月越子伐吳吳子禦之笠澤夾水而陳,三月 ， 越子 伐 吳 ， 吳子 禦 之 笠澤 ， 夾 水 而 陳 。,三月越子伐吳 吳子禦之 笠澤夾水而陳。,0.0,0.4,0.0,1.0,0.0
越子為左右句卒使夜或左或右鼓噪而進吳師分以御之,越子 為 左右 句卒 ， 使 夜 或 左 或 右 ， 鼓噪 而 進 ； 吳師 分 以 御 之 。,越子為左右句卒使夜或左或右鼓噪而進吳師分以御之。,0.0,0.4,0.0,1.0,0.0
越子以三軍潛涉當吳中軍而鼓之吳師大亂遂敗之,越子 以 三 軍 潛涉 ， 當 吳 中軍 而 鼓 之 ， 吳師 大亂 ， 遂 敗 之 。,越子以三軍潛涉當吳中軍而鼓之吳師大亂遂敗之。,0.0,0.4,0.0,1.0,0.0
晉趙鞅使告于衛曰“君之在晉也志父為主請君若太子來以免志父不然寡君其曰志父之為也”,晉 趙鞅 使 告 于 衛 ， 曰 ： “ 君 之 在 晉 也 ， 志父 為 主 。 請 君 若 太子 來 ， 以 免 志父 。 不 然 ， 寡君 其 曰 志父 之 為 也 。 ”,晉 趙鞅  使  告  于衛    曰  “  君  之  在  晉  也  志父  為  主  ，  請  君  若  太子  來  以  免  志父  ，  不然  寡君  其  曰  志父  之  為  也  ”  。,0.9090909090909091,0.0,0.9090909090909091,1.0,0.0
衛侯辭以難太子又使椓之,衛侯 辭 以 難 ， 太子 又 使 椓 之 。,"  """": ""衛侯辭   以 難 太子  又 使  "",  """": ""。""    ：  - ，，。  - 椓之",0.6250000000000001,0.0,0.6250000000000001,1.0,0.0
夏六月趙鞅圍衛,夏 ， 六月 ， 趙鞅 圍 衛 。,夏 六月 趙鞅圍衛   ,0.5,0.0,0.5,1.0,0.0
齊國觀陳瓘救衛得晉人之致師者,齊 國觀 、 陳瓘 救 衛 ， 得 晉人 之 致師 者 。,"，。，。：""齊國""，（），。""觀""，，。""陳瓘救衛得晉""，（），人之致師者。",0.0,0.28571428571428575,0.0,1.0,0.0
子玉使服而見之曰“國子實執齊柄而命瓘曰‘無辟晉師’豈敢廢命子又何辱”,子玉 使 服 而 見 之 ， 曰 ： “ 國子 實 執 齊柄 ， 而 命 瓘 曰 ‘ 無 辟 晉師 ’ ， 豈 敢 廢命 ？ 子 又 何 辱 ？ ”,，：子玉使服而見之曰“國子實執齊柄而命瓘曰‘無辟晉師’豈敢廢命子又何辱”。，。。，，，。，，，,0.0,0.0,0.0,1.0,0.0
簡子曰“我卜伐衛未卜與齊戰”,簡子 曰 ： “ 我 卜 伐 衛 ， 未 卜 與 齊 戰 。 ”,簡子曰“我卜伐衛未卜與齊戰”。,0.0,0.0,0.0,1.0,0.0
乃還,乃 還 。,乃還  。,0.0,1.0,0.0,1.0,0.0
楚白公之亂陳人恃其聚而侵楚,楚白公 之 亂 ， 陳人 恃 其 聚 而 侵 楚 。,"，。，。：""楚白公之亂""，。""陳人""，。""恃其聚而侵楚""""""，""""",0.0,0.0,0.0,1.0,0.0
楚既寧將取陳麥,楚 既 寧 ， 將 取 陳 麥 。,"，。""楚"" ，；""既"" ；""寧"" ；""將"" ；""取"" ；""陳麥"" ",0.7692307692307692,0.0,0.0,1.0,0.0
楚子問帥於大師子穀與葉公諸梁子穀曰“右領差車與左史老皆相令尹司馬以伐陳其可使也”,楚子 問 帥 於 大師子穀 與 葉公諸梁 ， 子穀 曰 ： “ 右領差車 與 左史老 皆 相 令尹 、 司馬 以 伐 陳 ， 其 可 使 也 。 ”,楚子  問  帥  於  大師  子穀  與葉  公  諸梁  子穀  曰  “  右領  差車  與  左史  老  皆  相  令尹  司馬  以  伐  陳  其  可  使  也  ”  。 ,0.7407407407407408,0.0,0.7407407407407408,1.0,0.0
子高曰“率賤民慢之懼不用命焉”,子高 曰 ： “ 率 賤 ， 民 慢 之 ， 懼 不 用命 焉 。 ”,子 高 曰 “ 率 賤 民 慢 之 懼 不 用 命 焉 ”,0.7857142857142856,0.0,0.7857142857142856,1.0,0.0
子穀曰“觀丁父鄀俘也武王以為軍率是以克州蓼服隨唐大啟群蠻彭仲爽申俘也文王以為令尹實縣申息朝陳蔡封畛於汝唯其任也何賤之有”,子穀 曰 ： “ 觀丁父 ， 鄀 俘 也 ， 武王 以 為 軍率 ， 是以 克 州 、 蓼 ， 服 隨 、 唐 ， 大 啟 群 蠻 。 彭仲爽 ， 申 俘 也 ， 文王 以 為 令尹 ， 實 縣 申 、 息 ， 朝 陳 、 蔡 ， 封畛 於 汝 。 唯 其 任 也 ， 何 賤 之 有 ？ ”,，。，。子穀曰，，。：“觀丁父鄀俘也武王以為軍率是以克州蓼服隨唐大啟群蠻彭仲爽申俘也文王以為令尹實縣申息朝陳蔡封畛於汝唯其任也何賤之有”。，。，：，。，（,0.0,0.0,0.0,1.0,0.0
子高曰“天命不諂令尹有憾於陳天若亡之其必令尹之子是與君盍舍焉臣懼右領與左史有二俘之賤而無其令德也”,子高 曰 ： “ 天命 不 諂 。 令尹 有 憾 於 陳 ， 天 若 亡 之 ， 其 必 令尹 之 子 是 與 ， 君 盍 舍 焉 ？ 臣 懼 右領 與 左史 有 二 俘 之 賤 而 無 其 令德 也 。 ”,子 高 曰 “ 天 命 不諂  令 尹 有 憾 於 陳 天 若 亡 之 其 必 令 尹 之 子 是 與 君 盍 舍 焉 臣 懼 右 領 與 左 史 有 二 俘 之 賤 而 無 其 令 德 也 ”,0.7333333333333334,0.0,0.7333333333333334,1.0,0.0
王卜之武城尹吉,王 卜 之 ， 武城尹 吉 。,王 卜 之 武城 尹 吉,0.7272727272727272,0.0,0.7272727272727272,1.0,0.0
使帥師取陳麥,使 帥 師 取 陳 麥 。,使帥師取陳麥，。，。，，。，、，,0.0,1.0,0.0,1.0,0.0
陳人御之敗遂圍陳,陳人 御 之 ， 敗 ， 遂 圍 陳 。,陳人御之敗遂圍陳。,0.0,0.5,0.0,1.0,0.0
秋七月己卯楚公孫朝帥師滅陳,秋 ， 七月己卯 ， 楚 公孫朝 帥 師 滅 陳 。,，：秋七月己卯楚公孫朝帥師滅陳。，。。，，，。，，,0.0,0.5,0.0,1.0,0.0
王與葉公枚卜子良以為令尹,王 與 葉公 枚卜 子良 以 為 令尹 。,，：王與葉公枚卜子良以為令尹。，。，，。，，，,0.0,1.0,0.0,1.0,0.0
沈尹朱曰“吉過於其志”,沈尹朱 曰 ： “ 吉 。 過 於 其 志 。 ”,，。，沈尹朱曰（），“吉過於其志”。，，。：- ,0.0,0.0,0.0,1.0,0.0
葉公曰“王子而相國過將何為”,葉公 曰 ： “ 王子 而 相國 ， 過 將 何 為 ！ ”,"：，""葉公曰“王子而相國過將何為”""。，。，，。：- """" （），。- """,0.0,0.0,0.0,1.0,0.0
他日改卜子國而使為令尹,他日 ， 改卜 子國 而 使 為 令尹 。,"：。""他""（），。""日""，。""改""，，。""卜子國而使為令尹""",0.0,0.0,0.0,1.0,0.0
衛侯夢于北宮見人登昆吾之觀被髪北面而噪曰“登此昆吾之墟綿綿生之瓜餘為渾良夫叫天無辜”,衛侯 夢 于 北宮 ， 見 人 登 昆吾 之 觀 ， 被髪 北面 而 噪 曰 ： “ 登 此 昆吾 之 墟 ， 綿綿 生 之 瓜 。 餘 為 渾良夫 ， 叫 天 無辜 。 ”,衛侯夢于北宮見人登昆吾之觀被髪北面而噪曰“登此昆吾之墟綿綿生之瓜餘為渾良夫叫天無辜”,0.0,0.0,0.0,1.0,0.0
公親筮之胥彌赦占之曰“不害”,公 親 筮 之 ， 胥彌赦 占 之 ， 曰 ： “ 不 害 。 ”,公 親 筮 之 胥 彌 赦 占 之 曰 “ 不 害 ”,0.8461538461538461,0.0,0.8461538461538461,1.0,0.0
與之邑寘之而逃奔宋,與 之 邑 ， 寘 之 而 逃 ， 奔 宋 。,，。，。：- 與之：，，（），。- 邑寘之而逃奔宋：，,0.0,0.0,0.0,1.0,0.0
衛侯貞卜其繇曰“如魚竀尾衡流而方羊裔焉大國滅之將亡闔門塞竇乃自後逾”,衛侯 貞卜 ， 其 繇 曰 ： “ 如 魚 竀 尾 ， 衡流 而 方羊 。 裔 焉 。 大國 ， 滅 之 ， 將 亡 。 闔門 塞 竇 ， 乃 自 後 逾 。 ”,，。，衛侯貞卜其繇，（），：曰。，，，。，：“如魚竀尾衡流而方羊裔焉大國滅之將亡闔門塞竇乃自後逾”,0.0,0.0,0.0,1.0,0.0
冬十月晉復伐衛入其郛將入城,冬 ， 十月 ， 晉 復 伐 衛 ， 入 其 郛 ， 將 入 城 。,冬 十月 晉 復伐衛   入  其郛  將 入 城 ,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0
簡子曰“止叔向有言曰‘怙亂滅國者無後’”,簡子 曰 ： “ 止 ， 叔向 有 言 曰 ： ‘ 怙亂 滅國 者 無 後 。 ’ ”,簡子 曰 “ 止 叔向 有 言 曰 ‘ 怙亂 滅 國 者 無 後 ’ ”,0.9090909090909091,0.0,0.9090909090909091,1.0,0.0
衛人出莊公而與晉平,衛人 出 莊公 而 與 晉 平 。,，。：衛人出莊公而與晉平。，，，（），,0.0,1.0,0.0,1.0,0.0
晉立襄公之孫般師而還,晉 立 襄公 之 孫 般師 而 還 。,，：晉立襄公之孫般師而還。，。。，。，。，，,0.0,1.0,0.0,1.0,0.0
十一月衛侯自鄄入般師出,十一月 ， 衛侯 自 鄄 入 ， 般師 出 。,十一月衛 侯 自鄄  入 般 師 出,0.2857142857142857,0.0,0.2857142857142857,1.0,0.0
初公登城以望見戎州,初 ， 公 登 城 以 望 ， 見 戎州 。,初 公 登 城  以望  見 戎 州 ,0.625,0.0,0.625,1.0,0.0
問之以告,問 之 ， 以 告 。,問之  以  告  。,0.5714285714285715,0.6666666666666666,0.5714285714285715,1.0,0.380952380952381
公曰“我姬姓也何戎之有焉”,公 曰 ： “ 我 ， 姬姓 也 ， 何 戎 之 有 焉 ？ ”,，。，公曰，。：“我姬姓也何戎之有焉”。，，？，。,0.0,0.0,0.0,1.0,0.0
翦之,翦 之 。,翦 之,1.0,0.0,1.0,1.0,0.0
公使匠久,公 使 匠 久 。,公 使 匠 久,1.0,0.0,1.0,1.0,0.0
公欲逐石圃未及而難作,公 欲 逐 石圃 ， 未 及 而 難 作 。,公 欲  逐 石圃  未 及  而 難  作 ,1.0,0.0,1.0,1.0,0.0
辛巳石圃因匠氏攻公,辛巳 ， 石圃 因 匠氏 攻 公 。,"：，""辛巳石圃因匠氏攻公""。，：，""""（），""""，""""",0.0,0.6666666666666666,0.0,1.0,0.0
公闔門而請弗許,公 闔門 而 請 ， 弗 許 。,公闔門而請弗 許。,0.25,0.6666666666666666,0.0,1.0,0.16666666666666666
逾于北方而隊折股,逾 于 北方 而 隊 ， 折 股 。,逾于北方而隊折股。,0.0,0.6666666666666666,0.0,1.0,0.0
戎州人攻之太子疾公子青逾從公戎州人殺之,戎州人 攻 之 ， 太子疾 、 公子青 逾 從 公 ， 戎州人 殺 之 。,"，。，。：- ""戎州人""，（），。- ""攻""，，。- ""之太子疾公子青逾從公戎州人殺之""，，",0.28571428571428575,0.0,0.0,1.0,0.0
公入于戎州己氏,公 入 于 戎州 己氏 。,公 入 于 戎 州 己 氏,0.5,0.0,0.5,1.0,0.0
初公自城上見己氏之妻發美使髡之以為呂姜髢,初 ， 公 自 城上 見 己氏 之 妻 發 美 ， 使 髡 之 ， 以 為 呂姜 髢 。,初 公 自 城 上 見 己 氏 之妻  發 美  使髡  之 以為呂   姜髢  ,0.43749999999999994,0.0,0.43749999999999994,1.0,0.0
既入焉而示之璧曰“活我吾與女璧”,既 入 焉 ， 而 示 之 璧 ， 曰 ： “ 活 我 ， 吾 與 女 璧 。 ”,既 入 焉 而 示 之 璧 曰 “ 活 我 吾 與 女 璧 ”,1.0,0.0,1.0,1.0,0.0
己氏曰“殺女璧其焉往”,己氏 曰 ： “ 殺 女 ， 璧 其 焉 往 ？ ”,"：，：，""己氏曰“""，。""殺女璧其焉往”""，。，：，。：- """" ",0.0,0.0,0.0,1.0,0.0
遂殺之而取其璧,遂 殺 之 ， 而 取 其 璧 。,遂 殺 之 而 取 其 璧 ,1.0,0.0,1.0,1.0,0.0
衛人復公孫般師而立之,衛人 復 公孫般師 而 立 之 。,，。，。：衛人，復，，公孫般師（），而立之。，,0.0,0.4,0.0,1.0,0.0
十二月齊人伐衛衛人請平立公子起執般師以歸舍諸潞,十二月 ， 齊人 伐 衛 ， 衛人 請平 ， 立 公子起 ， 執 般師 以 歸 ， 舍 諸 潞 。,"，。，""""""""。，，。，，、，。：""十二月齊人伐衛衛人請平立公子起執般師以歸舍諸潞",0.0,0.0,0.0,1.0,0.0
公會齊侯盟于蒙孟武伯相,公 會 齊侯 盟 于 蒙 ， 孟武伯 相 。,"，。，。：""公""，，。""會""，。""齊侯盟于蒙孟武伯相""，，",0.0,0.0,0.0,1.0,0.0
齊侯稽首公拜,齊侯 稽首 ， 公 拜 。,，：齊侯稽首公拜。，。，，，。,0.0,0.6666666666666666,0.0,1.0,0.0
齊人怒,齊人 怒 。,齊人怒。,0.0,1.0,0.0,1.0,0.0
武伯曰“非天子寡君無所稽首”,武伯 曰 ： “ 非 天子 ， 寡君 無 所 稽首 。 ”,，：武伯曰“非天子寡君無所稽首”。，。，，，、、。，,0.0,0.0,0.0,1.0,0.0
武伯問於高柴曰“諸侯盟誰執牛耳”,武伯 問 於 高柴 曰 ： “ 諸侯 盟 ， 誰 執 牛耳 ？ ”,"，。：武伯問於高柴曰“諸侯盟誰執牛耳”。，""""，。，。，，。",0.0,0.0,0.0,1.0,0.0
季羔曰“鄫衍之役吳公子姑曹發陽之役衛石魋”,季羔 曰 ： “ 鄫衍 之 役 ， 吳 公子姑曹 ； 發陽 之 役 ， 衛 石魋 。 ”,季羔 曰 “鄫   衍 之役    吳  公子  姑  曹  發陽    之役衛      石魋    ”,0.4444444444444445,0.0,0.4444444444444445,1.0,0.0
武伯曰“然則彘也”,武伯 曰 ： “ 然 則 彘 也 。 ”,武伯曰“，。，。，，。然則彘也”，（）、，-:、。，,0.0,0.0,0.0,1.0,0.0
宋皇瑗之子麇有友曰田丙而奪其兄酁般邑以與之,宋 皇瑗 之 子 麇 有 友 曰 田丙 ， 而 奪 其 兄 酁般 邑 以 與 之 。,"：，""宋皇瑗之子麇有友曰田丙而奪其兄酁般邑以與之""。，。，。""""（），。""""，",0.0,0.6666666666666666,0.0,1.0,0.0
酁般慍而行告桓司馬之臣子儀克,酁般 慍 而 行 ， 告 桓司馬 之 臣 子儀克 。,"，。，。：- ""酁般""，（），。- ""慍而行告桓司馬之臣子儀克""，，。- ",0.1818181818181818,0.5,0.0,1.0,0.0909090909090909
子儀克適宋告夫人曰“麇將納桓氏”,子儀克 適 宋 ， 告 夫人 曰 ： “ 麇 將 納 桓氏 。 ”,，：子儀克適宋告夫人曰“麇將納桓氏”。，。。，，，。：- ,0.0,0.0,0.0,1.0,0.0
公問諸子仲,公 問 諸 子仲 。,公問諸子仲，。，。，，。，、,0.0,1.0,0.0,1.0,0.0
初子仲將以杞姒之子非我為子,初 ， 子仲 將 以 杞姒 之 子 非我 為 子 。,初 子仲 將  以 杞姒 之 子 非 我 為 子 ,0.8571428571428572,0.0,0.8571428571428572,1.0,0.0
麇曰“必立伯也是良材”,麇 曰 ： “ 必 立 伯 也 ， 是 良材 。 ”,，。，麇曰，。：“必立伯也是良材”。（）（），（）。,0.0,0.0,0.0,1.0,0.0
子仲怒弗從故對曰“右師則老矣不識麇也”,子仲 怒 ， 弗 從 ， 故 對 曰 ： “ 右師 則 老 矣 ， 不 識 麇 也 。 ”,子 仲 怒  弗 從  故 對 曰 “  右 師 則 老 矣  不 識麇  也  ” ,0.7428571428571428,0.0,0.7428571428571428,1.0,0.0
公執之,公 執 之 。,公執  之,0.4,0.0,0.4,1.0,0.0
皇瑗奔晉召之,皇瑗 奔 晉 ， 召 之 。,皇 瑗 奔 晉 召 之,0.7272727272727272,0.0,0.7272727272727272,1.0,0.0
哀公十八年春宋殺皇瑗,哀公 十八年 春 ， 宋 殺 皇瑗 。,哀公十八年春宋殺皇瑗，。，。，，。，，、，,0.0,0.6666666666666666,0.0,1.0,0.0
公聞其情復皇氏之族使皇緩為右師,公 聞 其 情 ， 復 皇氏 之 族 ， 使 皇緩 為 右師 。,公 聞 其 情復  皇 氏 之 族  使 皇 緩為  右 師 ,0.48000000000000004,0.0,0.48000000000000004,1.0,0.0
巴人伐楚圍鄾,巴人 伐 楚 ， 圍 鄾 。,巴人 伐 楚圍  鄾 。,0.6666666666666665,0.6666666666666666,0.6666666666666665,1.0,0.4444444444444443
初右司馬子國之卜也觀瞻曰“如志”,初 ， 右司馬子國 之 卜 也 ， 觀瞻 曰 ： “ 如志 。 ”,初 右司 馬 子國 之 卜 也 觀 瞻 曰 “ 如 志 ”,0.5833333333333334,0.0,0.5833333333333334,1.0,0.0
故命之,故 命 之 。,故 命 之,1.0,0.0,1.0,1.0,0.0
及巴師至將卜帥,及 巴師 至 ， 將 卜 帥 。,及 巴 師 至 將 卜 帥,0.7692307692307692,0.0,0.7692307692307692,1.0,0.0
王曰“寧如志何卜焉”,王 曰 ： “ 寧 如志 ， 何 卜 焉 ？ ”,王 曰 “ 寧  如  志  何  卜  焉 ”,0.8421052631578948,0.0,0.8421052631578948,1.0,0.0
使帥師而行,使 帥 師 而 行 。,使帥師而行，。，。，，。，，,0.0,1.0,0.0,1.0,0.0
請承王曰“寢尹工尹勤先君者也”,請 承 ， 王 曰 ： “ 寢尹 、 工尹 勤 先君 者 也 。 ”,請 承 王 曰 “寢  尹 工 尹 勤 先 君 者 也 ”,0.6153846153846153,0.0,0.6153846153846153,1.0,0.0
三月楚公孫寧吳由于薳固敗巴師于鄾故封子國於析,三月 ， 楚 公孫寧 、 吳由于 、 薳固 敗 巴師 于 鄾 ， 故 封 子國 於 析 。,三月 楚 公 孫 寧 吳由 于薳  固敗巴師于鄾 故 封 子 國 於 析 。,0.42857142857142855,0.33333333333333337,0.42857142857142855,1.0,0.14285714285714288
君子曰“惠王知志夏書曰‘官占唯能蔽志昆命于元龜’其是之謂乎志曰‘聖人不煩卜筮’惠王其有焉”,君子 曰 ： “ 惠王 知 志 。 夏書 曰 ： ‘ 官 占 唯 能 蔽 志 ， 昆 命 于 元龜 ’ ， 其 是 之 謂 乎 ！ 志 曰 ： ‘ 聖人 不 煩 卜筮 ’ ， 惠王 其 有 焉 。 ”,君 子 曰 “ 惠 王 知 志 夏 書 曰 ‘ 官 占 唯 能 蔽 志 昆 命于  元 龜 ’ 其 是 之 謂乎  志 曰 ‘ 聖 人 不 煩 卜 筮 ’ 惠 王 其 有 焉 ”,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0
夏衛石圃逐其君起起奔齊,夏 ， 衛 石圃 逐 其 君 起 ， 起 奔 齊 。,，：夏衛石圃逐其君起起奔齊。，。，，。，，。,0.0,0.5,0.0,1.0,0.0
衛侯輒自齊復歸逐石圃而復石魋與大叔遺,衛侯輒 自 齊 復歸 ， 逐 石圃 ， 而 復 石魋 與 大叔遺 。,，。，。：- 衛侯：，，。- 輒自齊復歸逐石圃而復石魋與大叔遺：。，，,0.0,0.4,0.0,1.0,0.0
哀公十九年春越人侵楚以誤吳也,哀公 十九年 春 ， 越人 侵 楚 ， 以 誤 吳 也 。,哀公十九年春越人侵楚以誤吳也，。，。，，。，、，。，,0.0,0.5,0.0,1.0,0.0
夏楚公子慶公孫寬追越師至冥不及乃還,夏 ， 楚 公子慶 、 公孫寬 追 越師 ， 至 冥 ， 不 及 ， 乃 還 。,夏 楚 公子 慶公 孫寬  追 越 師 至 冥 不 及 乃 還,0.6923076923076924,0.0,0.6923076923076924,1.0,0.0
